model_label,set_name,q,n_display,rel,leader_option_idx,shares_options,chosen_option_idx,valid,n
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",6,True,21
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,7,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224]",7,True,29
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",1,True,3
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,9,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592]",9,True,28
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",5,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,2,"[0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",2,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,4,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",0,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",8,True,23
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,21
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,2,"[0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",8,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,2,"[0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,4
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",7,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,3,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,4,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",5,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",5,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",0,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,9,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592]",0,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",3,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,4,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,1,"[0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,3
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",0,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,0,"[0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,4,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,9,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,7,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224]",0,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,0,"[0.5306122448979592, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,5,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",7,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,5,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",1,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,5,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,8,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.6,6,"[0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.061224489795918366, 0.04081632653061224, 0.5306122448979592, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,0,"[0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",0,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,1,"[0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",5,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,2,"[0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",2,True,30
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,3,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",3,True,28
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,4,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",4,True,28
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,5,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",5,True,28
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,6,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",6,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,7,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.02040816326530612, 0.02040816326530612]",7,True,30
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,8,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.673469387755102, 0.02040816326530612]",8,True,26
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,9,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612, 0.673469387755102]",9,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,1,"[0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",1,True,28
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,5,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",1,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,5,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,0,"[0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",7,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,4,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",7,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,3,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",0,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,1,"[0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",7,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,8,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.673469387755102, 0.02040816326530612]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,8,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.673469387755102, 0.02040816326530612]",1,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,0,"[0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,3,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,6,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,6,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",5,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,9,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612, 0.673469387755102]",7,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,9,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612, 0.673469387755102]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,6,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.673469387755102, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612]",7,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,8,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.673469387755102, 0.02040816326530612]",5,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,0.8,9,"[0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.04081632653061224, 0.02040816326530612, 0.02040816326530612, 0.673469387755102]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,0,"[0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",0,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,1,"[0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",1,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,2,"[0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",2,True,30
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,3,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",3,True,29
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,4,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",4,True,29
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,5,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",5,True,29
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,6,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",8,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,7,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612]",7,True,28
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,8,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612]",8,True,30
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,9,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449]",9,True,30
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,6,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,6,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,6,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",6,True,27
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,1,"[0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",3,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,1,"[0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",9,True,2
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,5,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",6,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,7,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612]",6,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,3,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",9,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,7,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612]",5,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,0,"[0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",2,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,0,"[0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",6,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,0,"[0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",1,True,1
gemma4_31B_dense,policy_priorities_q10,10,49,1.0,4,"[0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.8163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612]",7,True,1
gemma4_31B_dense,political_ideology_q6,6,49,0.0,0,"[0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",0,True,30
gemma4_31B_dense,political_ideology_q6,6,49,0.0,1,"[0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",0,True,28
gemma4_31B_dense,political_ideology_q6,6,49,0.0,2,"[0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",0,True,21
gemma4_31B_dense,political_ideology_q6,6,49,0.0,3,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897]",0,True,20
gemma4_31B_dense,political_ideology_q6,6,49,0.0,4,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897]",0,True,24
gemma4_31B_dense,political_ideology_q6,6,49,0.0,5,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551]",0,True,21
gemma4_31B_dense,political_ideology_q6,6,49,0.0,2,"[0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",2,True,15
gemma4_31B_dense,political_ideology_q6,6,49,0.0,4,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897]",4,True,5
gemma4_31B_dense,political_ideology_q6,6,49,0.0,1,"[0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",2,True,10
gemma4_31B_dense,political_ideology_q6,6,49,0.0,3,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897]",2,True,13
gemma4_31B_dense,political_ideology_q6,6,49,0.0,0,"[0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",5,True,1
gemma4_31B_dense,political_ideology_q6,6,49,0.0,4,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897]",5,True,1
gemma4_31B_dense,political_ideology_q6,6,49,0.0,5,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551]",2,True,13
gemma4_31B_dense,political_ideology_q6,6,49,0.0,0,"[0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",3,True,1
gemma4_31B_dense,political_ideology_q6,6,49,0.0,3,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897]",3,True,6
gemma4_31B_dense,political_ideology_q6,6,49,0.0,0,"[0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",2,True,6
gemma4_31B_dense,political_ideology_q6,6,49,0.0,4,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551, 0.16326530612244897]",2,True,8
gemma4_31B_dense,political_ideology_q6,6,49,0.0,5,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551]",3,True,4
gemma4_31B_dense,political_ideology_q6,6,49,0.0,5,"[0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.1836734693877551]",4,True,2
gemma4_31B_dense,political_ideology_q6,6,49,0.0,1,"[0.16326530612244897, 0.1836734693877551, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897, 0.16326530612244897]",1,True,1
