model_label,condition_id,q,N,run,step,time_sweeps,record_type,leader_share,n_active_opinions
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1405,28.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1410,28.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1415,28.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1420,28.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1425,28.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1430,28.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1435,28.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1440,28.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1445,28.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1450,29.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1455,29.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1460,29.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1465,29.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1470,29.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1475,29.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1480,29.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1485,29.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1490,29.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1495,29.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1500,30.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1505,30.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1510,30.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1515,30.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1520,30.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1525,30.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1530,30.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1535,30.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1540,30.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1545,30.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1550,31.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1555,31.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1560,31.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1565,31.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1570,31.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1575,31.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1580,31.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1585,31.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1590,31.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1595,31.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1600,32.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1605,32.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1610,32.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1615,32.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1620,32.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1625,32.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1630,32.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1635,32.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1640,32.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1645,32.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1650,33.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1655,33.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1660,33.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1665,33.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1670,33.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1675,33.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1680,33.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1685,33.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1690,33.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1695,33.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1700,34.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1705,34.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1710,34.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1715,34.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1720,34.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1725,34.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1730,34.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1735,34.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1740,34.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1745,34.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1750,35.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1755,35.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1760,35.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1765,35.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1770,35.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1775,35.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1780,35.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1785,35.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1790,35.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1795,35.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1800,36.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1805,36.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1810,36.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1815,36.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1820,36.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1825,36.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1830,36.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1835,36.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1840,36.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1845,36.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1850,37.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1855,37.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1860,37.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1865,37.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1870,37.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1875,37.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1880,37.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1885,37.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1890,37.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1895,37.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1900,38.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1905,38.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1910,38.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1915,38.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1920,38.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1925,38.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1930,38.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1935,38.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1940,38.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1945,38.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1950,39.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1955,39.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1960,39.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1965,39.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1970,39.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1975,39.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1980,39.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1985,39.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1990,39.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,1995,39.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2000,40.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2005,40.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2010,40.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2015,40.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2020,40.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2025,40.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2030,40.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2035,40.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2040,40.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2045,40.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2050,41.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2055,41.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2060,41.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2065,41.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2070,41.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2075,41.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2080,41.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2085,41.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2090,41.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2095,41.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2100,42.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2105,42.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2110,42.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2115,42.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2120,42.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2125,42.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2130,42.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2135,42.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2140,42.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2145,42.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2150,43.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2155,43.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2160,43.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2165,43.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2170,43.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2175,43.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2180,43.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2185,43.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2190,43.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2195,43.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2200,44.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2205,44.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2210,44.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2215,44.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2220,44.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2225,44.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2230,44.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2235,44.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2240,44.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2245,44.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2250,45.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2255,45.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2260,45.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2265,45.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2270,45.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2275,45.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2280,45.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2285,45.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2290,45.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2295,45.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2300,46.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2305,46.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2310,46.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2315,46.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2320,46.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2325,46.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2330,46.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2335,46.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2340,46.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2345,46.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2350,47.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2355,47.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2360,47.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2365,47.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2370,47.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2375,47.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2380,47.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2385,47.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2390,47.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2395,47.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2400,48.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2405,48.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2410,48.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2415,48.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2420,48.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2425,48.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2430,48.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2435,48.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2440,48.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2445,48.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2450,49.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2455,49.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2460,49.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2465,49.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2470,49.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2475,49.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2480,49.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2485,49.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2490,49.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2495,49.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2500,50.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2505,50.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2510,50.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2515,50.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2520,50.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2525,50.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2530,50.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2535,50.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2540,50.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2545,50.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2550,51.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2555,51.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2560,51.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2565,51.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2570,51.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2575,51.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2580,51.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2585,51.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2590,51.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2595,51.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2600,52.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2605,52.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2610,52.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2615,52.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2620,52.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2625,52.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2630,52.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2635,52.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2640,52.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2645,52.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2650,53.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2655,53.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2660,53.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2665,53.3,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2670,53.4,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2675,53.5,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2680,53.6,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2685,53.7,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2690,53.8,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2695,53.9,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2700,54.0,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2705,54.1,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2710,54.2,regular,1.0,1
qwen25_7b_abliterated_v2,neutral_matched_political_q6_N50,6,50,2,2715,54.3,regular,1.0,1
